code,name,1901-07,1902-07,1903-07,1904-07,1905-07,1906-07,1907-07,1908-07,1909-07,1910-07,1911-07,1912-07,1913-07,1914-07,1915-07,1916-07,1917-07,1918-07,1919-07,1920-07,1921-07,1922-07,1923-07,1924-07,1925-07,1926-07,1927-07,1928-07,1929-07,1930-07,1931-07,1932-07,1933-07,1934-07,1935-07,1936-07,1937-07,1938-07,1939-07,1940-07,1941-07,1942-07,1943-07,1944-07,1945-07,1946-07,1947-07,1948-07,1949-07,1950-07,1951-07,1952-07,1953-07,1954-07,1955-07,1956-07,1957-07,1958-07,1959-07,1960-07,1961-07,1962-07,1963-07,1964-07,1965-07,1966-07,1967-07,1968-07,1969-07,1970-07,1971-07,1972-07,1973-07,1974-07,1975-07,1976-07,1977-07,1978-07,1979-07,1980-07,1981-07,1982-07,1983-07,1984-07,1985-07,1986-07,1987-07,1988-07,1989-07,1990-07,1991-07,1992-07,1993-07,1994-07,1995-07,1996-07,1997-07,1998-07,1999-07,2000-07,2001-07,2002-07,2003-07,2004-07,2005-07,2006-07,2007-07,2008-07,2009-07,2010-07,2011-07,2012-07,2013-07,2014-07,2015-07,2016-07,2017-07,2018-07,2019-07,2020-07,2021-07,2022-07
MEX,Mexico,20.25,20.57,19.75,20.22,20.02,20.07,20.53,20.36,20.41,20.33,20.36,19.79,19.84,20.17,20.28,20.65,20.27,20.23,19.78,20.04,20.58,20.42,20.2,20,20.22,20.22,20.7,20.42,20.29,20.11,20.12,20.25,20.76,20.74,20.44,20.41,20.52,20.55,20.54,20.51,20.55,20.63,20.75,20.47,20.98,20.98,20.74,20.94,20.83,21.19,20.93,20.69,20.98,21.01,20.5,20.62,20.96,20.6,20.65,20.58,20.57,20.9,20.73,20.42,20.57,20.19,20.48,20.1,20.76,20.36,20.49,20.85,20.41,20.45,20.27,19.9,20.72,20.52,20.24,20.78,20.63,20.89,20.62,20.48,20.54,20.77,20.41,20.52,20.91,20.96,20.9,20.68,20.95,21.38,21.31,21.16,20.9,21.43,20.99,21.17,20.99,21.18,21.26,20.98,21.28,21.44,21.09,21.06,21.55,20.78,21.59,21.66,21.16,21.39,21.54,21.75,22.03,21.66,21.88,22.08,21.85,21.7
